id,title,genres,averageRating,numVotes,releaseYear
tt7745956,"She-Ra and the Princesses of Power","Action, Adventure, Animation",8.1,19968,2018
tt7157248,"The New Pope",Drama,8.1,18912,2020
tt5339440,"One Day at a Time","Comedy, Drama",8.1,18697,2017
tt1833285,Boss,"Crime, Drama",8.1,18481,2011
tt0500092,"Serial Experiments Lain","Animation, Drama, Horror",8.1,18347,1998
tt1366312,Emma,"Comedy, Drama, Romance",8.1,18310,2009
tt10314462,"Zoey's Extraordinary Playlist","Comedy, Drama, Musical",8.1,18206,2020
tt0115378,"Superman: The Animated Series","Action, Adventure, Animation",8.1,18172,1996
tt9054364,"That Time I Got Reincarnated as a Slime","Action, Adventure, Animation",8.1,17094,2018
tt11228748,"The King: Eternal Monarch","Fantasy, Mystery, Romance",8.1,17039,2020
tt3305096,Galavant,"Adventure, Comedy, Fantasy",8.1,16813,2015
tt28681409,"Ranneeti: Balakot & Beyond",Action,8.1,16714,2024
tt0080274,Shogun,"Adventure, Drama, History",8.1,16537,1980
tt1913273,"Anohana: The Flower We Saw That Day","Adventure, Animation, Drama",8.1,16421,2011
tt1515193,"The Big C","Comedy, Drama",8.1,15981,2010
tt13911284,"Hell's Paradise: Jigokuraku","Action, Adventure, Animation",8.1,15803,2023
tt0063951,"Sesame Street","Adventure, Animation, Family",8.1,15802,1969
tt22373148,"Karm Yuddh",Drama,8.1,14874,2022
tt26737616,Pluto,"Action, Animation, Drama",8.1,14874,2023
tt26315487,Bloodhounds,"Action, Crime, Drama",8.1,14803,2023
tt8324422,PEN15,Comedy,8.1,14653,2019
tt14479078,Candy,Thriller,8.1,14617,2021
tt10220588,"Hotel Del Luna","Action, Comedy, Drama",8.1,14512,2019
tt0805661,"The Black Donnellys","Crime, Drama",8.1,14436,2007
tt11822998,"The Trials of Gabriel Fernandez","Crime, Documentary",8.1,14151,2020
tt3556920,"Wolf Hall","Biography, Drama, History",8.1,13514,2015
tt5766194,"Legend of the Blue Sea","Comedy, Drama, Fantasy",8.1,13435,2016
tt13304700,Snowdrop,"Crime, Drama, Romance",8.1,13080,2021
tt22297578,Cat,"Crime, Drama, Thriller",8.1,13076,2022
tt4731072,"Food Wars: Shokugeki no Soma","Animation, Comedy, Drama",8.1,12980,2015
tt1086191,Outnumbered,"Comedy, Drama",8.1,12493,2007
tt8523042,Vagabond,"Action, Mystery, Thriller",8.1,12305,2019
tt11147852,Dorohedoro,"Action, Animation, Comedy",8.1,12213,2020
tt0088583,"North & South: Book 1, North & South","Drama, History, Romance",8.1,12146,1985
tt23037654,"Khakee: The Bihar Chapter","Action, Crime, Drama",8.1,12067,2022
tt16227240,"The Great Weddings of Munnes","Comedy, Drama",8.1,12051,2022
tt12759100,"Somebody Somewhere","Comedy, Drama",8.1,11982,2022
tt18228732,"Colin from Accounts","Comedy, Drama, Romance",8.1,11794,2022
tt1008108,"Ashes to Ashes","Crime, Drama, Fantasy",8.1,11403,2008
tt16447750,Maestro,"Crime, Drama, Mystery",8.1,10974,2022
tt6078096,"High Maintenance","Comedy, Drama",8.1,10831,2016
tt28804856,"Scam 2003 - The Telgi Story","Biography, Crime, Drama",8.1,10456,2023
tt4343334,"For My Son","Action, Adventure, Comedy",8.1,10385,2015
tt0118475,Spawn,"Action, Adventure, Animation",8.1,10372,1997
tt7889220,"Dirty Money","Crime, Documentary",8.1,10335,2018
tt1973692,Rita,"Comedy, Drama",8.1,10308,2012
tt27411674,"Shekhar Home","Crime, Drama",8.1,10283,2024
tt8026448,"Tacoma FD",Comedy,8.1,10241,2019
tt11761194,"Power Book IV: Force","Crime, Drama",8.1,10180,2022
tt6824234,"Fight for My Way","Comedy, Romance",8.1,10100,2017
tt2582590,Vicious,Comedy,8.1,10093,2013
tt5180504,"The Witcher","Action, Adventure, Drama",8,582719,2019
tt10919420,"Squid Game","Action, Drama, Mystery",8,572177,2021
tt4052886,Lucifer,"Crime, Drama, Fantasy",8,364937,2016
tt1844624,"American Horror Story","Drama, Horror, Sci-Fi",8,349692,2011
tt2372162,"Orange Is the New Black","Comedy, Crime, Drama",8,324258,2013
tt6257970,"The End of the F***ing World","Adventure, Comedy, Crime",8,227278,2017
tt9288030,Reacher,"Action, Crime, Drama",8,227038,2022
tt13406094,"The White Lotus","Comedy, Drama",8,221680,2021
tt5057054,"Tom Clancy's Jack Ryan","Action, Drama, Thriller",8,179620,2018
tt7493974,Bodyguard,"Crime, Drama, Thriller",8,153460,2018
tt14403178,Beef,"Comedy, Drama",8,143383,2023
tt13210838,"The Gentlemen","Action, Comedy, Crime",8,142015,2024
tt1235099,"Lie to Me","Crime, Drama, Mystery",8,129742,2009
tt2649356,"Sharp Objects","Crime, Drama, Mystery",8,124023,2018
tt6470478,"The Good Doctor",Drama,8,119155,2017
tt1869454,"Good Omens","Comedy, Drama, Fantasy",8,115812,2019
tt14164730,"Dexter: New Blood","Crime, Drama, Mystery",8,107743,2021
tt1399664,"The Night Manager","Crime, Drama, Mystery",8,106474,2016
tt5691552,"The Orville","Adventure, Comedy, Drama",8,102343,2017
tt9815454,Unorthodox,Drama,8,94197,2020
tt7587890,"The Rookie","Action, Crime, Drama",8,83387,2018
tt16358384,"Tulsa King","Crime, Drama",8,81344,2022
tt2189461,"Marco Polo","Action, Adventure, Drama",8,80184,2014
tt0810788,"Burn Notice","Action, Crime, Drama",8,80096,2007
tt15677150,Shrinking,"Comedy, Drama",8,75598,2023
tt12411074,Paranormal,"Drama, Fantasy, Horror",8,74747,2020
tt2261391,"Chicago Fire","Action, Drama",8,66697,2012
tt5651844,Travelers,"Drama, Mystery, Sci-Fi",8,66599,2016
tt11318602,"Don't F**k with Cats: Hunting an Internet Killer","Crime, Documentary, Mystery",8,64263,2019
tt0083399,Cheers,"Comedy, Drama",8,63508,1982
tt17491088,"The Diplomat","Comedy, Drama, Thriller",8,62174,2023
tt0072562,"Saturday Night Live","Comedy, Music",8,53678,1975
tt5770786,GLOW,"Comedy, Drama, Sport",8,51548,2017
tt7817340,"New Amsterdam",Drama,8,51385,2018
tt2887954,"Tokyo Vice","Crime, Drama, Thriller",8,49938,2022
tt7661390,"Gangs of London","Action, Crime, Drama",8,42632,2020
tt4326894,"F Is for Family","Animation, Comedy, Drama",8,41991,2015
tt2712740,"The Goldbergs",Comedy,8,41754,2013
tt0084988,Blackadder,Comedy,8,41680,1982
tt5011816,"Sneaky Pete","Comedy, Crime, Drama",8,41513,2015
tt4406178,"The Gilded Age",Drama,8,39939,2022
tt9244578,"Rise of Empires: Ottoman","Documentary, Drama, History",8,37111,2020
tt6873658,"The Mechanism","Crime, Drama, Thriller",8,36793,2018
tt0092345,DuckTales,"Action, Adventure, Animation",8,35649,1987
tt1064899,"Queen of the South","Action, Crime, Drama",8,35122,2016
tt1453159,"The Pillars of the Earth","Drama, Romance, Thriller",8,33578,2010
tt6586318,"Patrick Melrose",Drama,8,33270,2018
tt3766376,"Vice Principals",Comedy,8,32689,2016
tt4643084,Counterpart,"Drama, Sci-Fi, Thriller",8,31846,2017
tt26933824,"Nobody Wants This",Comedy,8,28629,2024
tt4258440,River,"Crime, Drama, Mystery",8,27913,2015
tt0096708,"Tales from the Crypt","Comedy, Crime, Fantasy",8,27723,1989
tt5607616,"Re: Zero - Starting Life in Another World","Adventure, Animation, Drama",8,26580,2016
tt6792200,"The Keepers","Crime, Documentary, Mystery",8,25701,2017
tt1001482,"United States of Tara","Comedy, Drama, Romance",8,25491,2009
tt3561180,Trapped,"Crime, Drama, Mystery",8,25417,2015
tt0086817,"The Transformers","Action, Adventure, Animation",8,24074,1984
tt8201186,"The Capture","Crime, Mystery, Thriller",8,24005,2019
tt0370194,"Reno 911!","Comedy, Crime",8,23595,2003
tt4051832,Lovesick,Comedy,8,23118,2014
tt10166602,"Love, Victor","Comedy, Drama, Romance",8,22669,2020
tt27713897,Arnold,"Biography, Documentary",8,22653,2023
tt0057729,"The Addams Family","Comedy, Family, Horror",8,22296,1964
tt10050772,"I Think You Should Leave with Tim Robinson",Comedy,8,22293,2019
tt3837246,"Assassination Classroom","Action, Animation, Comedy",8,22127,2013
tt2521668,"The Returned","Drama, Fantasy, Horror",8,21502,2012
tt7375404,Kidding,"Comedy, Drama",8,20436,2018
tt8242904,"What's Wrong with Secretary Kim","Comedy, Mystery, Romance",8,20178,2018
tt0377260,Shameless,"Comedy, Crime, Drama",8,19016,2004
tt0108783,Gargoyles,"Action, Adventure, Animation",8,18999,1994
tt0241088,"Da Ali G Show",Comedy,8,18454,2000
tt6474236,"The Looming Tower","Drama, History",8,18060,2018
tt8993398,"Rascal Does Not Dream of Bunny Girl Senpai","Animation, Drama, Fantasy",8,18030,2018
tt0112095,NewsRadio,"Comedy, Romance",8,17717,1995
tt4384086,"Life in Pieces",Comedy,8,17645,2015
tt13274038,"True Beauty","Comedy, Drama, Romance",8,17027,2020
tt7649694,Ramy,"Comedy, Drama, Romance",8,16904,2019
tt13103134,Horimiya,"Animation, Comedy, Drama",8,16565,2021
tt13444408,Kin,"Crime, Drama",8,15976,2021
tt15765670,"My Dress-Up Darling","Animation, Comedy, Romance",8,15966,2022
tt0108981,"The Vicar of Dibley",Comedy,8,15834,1994
tt12867810,Start-Up,"Comedy, Drama, Romance",8,15790,2020
tt0985344,Claymore,"Action, Adventure, Animation",8,15601,2007
tt4445154,"Deutschland 83","Drama, Romance, Thriller",8,15279,2015
tt5797194,W,"Action, Comedy, Drama",8,14916,2016
tt3829868,"Looking for Alaska","Drama, Romance",8,14886,2019
tt0433722,"Paranoia Agent","Animation, Drama, Horror",8,14806,2004
tt2980696,Quarry,"Crime, Drama, Thriller",8,14602,2016
tt2548418,"Jonathan Strange & Mr Norrell","Fantasy, War",8,14186,2015
tt18926162,Tomorrow,"Action, Comedy, Drama",8,13911,2022
tt2314952,"Comedians in Cars Getting Coffee","Comedy, Family, Talk-Show",8,13758,2012
tt9778022,Abhay,"Crime, Thriller",8,13553,2019
tt15282746,"Drops of God",Drama,8,13524,2023
tt4452630,"Code Black",Drama,8,13516,2015
tt10982034,Trying,"Comedy, Drama, Romance",8,13353,2020
tt0847150,"Sense & Sensibility","Drama, Romance",8,13244,2008
tt20285780,"The Artful Dodger","Crime, Drama, History",8,13178,2023
tt0115270,Millennium,"Crime, Drama, Horror",8,12559,1996
tt13273826,"The Uncanny Counter","Action, Fantasy, Horror",8,12312,2020
tt0294097,"Harvey Birdman, Attorney at Law","Animation, Comedy, Sci-Fi",8,12252,2000
tt4877736,BrainDead,"Comedy, Drama, Horror",8,12250,2016
tt0772145,"Wolverine and the X-Men","Action, Adventure, Animation",8,12240,2008
tt4855114,"Good Behavior","Crime, Drama, Mystery",8,12097,2016
tt0081874,"The Hitch Hiker's Guide to the Galaxy","Adventure, Comedy, Sci-Fi",8,11890,1981
tt5332732,Shahrzad,"Drama, History, Romance",8,11792,2015
tt15392100,"The Billion Dollar Code","Biography, Crime, Drama",8,11774,2021
tt1778108,"The Hour",Drama,8,11739,2011
tt0197182,"Third Watch","Action, Crime, Drama",8,11698,1999
tt0077097,"WKRP in Cincinnati",Comedy,8,11551,1978
tt14599438,"Jeen-yuhs: A Kanye Trilogy","Documentary, Music",8,11453,2022
tt1843678,"Scott & Bailey","Crime, Drama, Mystery",8,11385,2011
tt12392496,Undekhi,Crime,8,11008,2020
tt19072562,"Kaala Paani","Drama, Thriller",8,10661,2023
tt6905756,"Pagan Peak","Crime, Drama, Mystery",8,10268,2018
tt6554240,Heels,"Drama, Sport",8,10240,2021
tt9022422,"The Tattooist of Auschwitz","Drama, History, Romance",8,10185,2024
tt8005374,Explained,Documentary,8,10074,2018
tt9140560,WandaVision,"Action, Comedy, Drama",7.9,381746,2021
tt2741602,"The Blacklist","Crime, Drama, Mystery",7.9,284025,2013
tt0844441,"True Blood","Drama, Fantasy, Mystery",7.9,262967,2008
tt2357547,"Jessica Jones","Action, Crime, Drama",7.9,229725,2015
tt2261227,"Altered Carbon","Action, Adventure, Drama",7.9,192265,2018
tt0098800,"The Fresh Prince of Bel-Air",Comedy,7.9,146909,1990
tt6048596,"The Sinner","Crime, Drama, Mystery",7.9,142418,2017
tt1830617,Grimm,"Crime, Drama, Fantasy",7.9,133139,2011
tt2191671,Elementary,"Crime, Drama, Mystery",7.9,120821,2012
tt15567174,"The Fall of the House of Usher","Drama, Horror, Mystery",7.9,118595,2023
tt0439100,Weeds,"Comedy, Crime, Drama",7.9,118518,2005
tt1740299,"The Man in the High Castle","Drama, Sci-Fi, Thriller",7.9,113612,2015
tt11743610,"The Terminal List","Action, Drama, Thriller",7.9,111031,2022
tt8064302,"Dead to Me","Comedy, Crime, Drama",7.9,102456,2019
tt1199099,Merlin,"Adventure, Drama, Fantasy",7.9,88653,2008
tt5016504,Preacher,"Action, Adventure, Comedy",7.9,83207,2016
tt2094262,"Da Vinci's Demons","Adventure, Biography, Drama",7.9,79720,2013
tt0112178,"Star Trek: Voyager","Action, Adventure, Drama",7.9,79013,1995
tt0162065,Angel,"Action, Adventure, Drama",7.9,76956,1999
tt4477976,Superstore,Comedy,7.9,72602,2015
tt0108757,ER,"Drama, Romance",7.9,69272,1994
tt3566726,"Jane the Virgin",Comedy,7.9,60696,2014
tt3520702,Bloodline,"Drama, Thriller",7.9,60234,2015
tt0805663,Jericho,"Action, Drama, Mystery",7.9,59355,2006
tt0796264,Eureka,"Adventure, Comedy, Drama",7.9,59293,2006
tt2708480,"The Terror","Adventure, Drama, Horror",7.9,55089,2018
tt1103987,Leverage,"Crime, Mystery, Thriller",7.9,54897,2008
tt0115157,"Dexter's Laboratory","Adventure, Animation, Comedy",7.9,54805,1996
tt1582457,"The Borgias","Crime, Drama, History",7.9,54545,2011
tt2654580,"Almost Human","Action, Crime, Drama",7.9,52502,2013
tt5952634,"The Spy","Biography, Drama, History",7.9,50918,2019
tt7235466,9-1-1,"Action, Drama, Thriller",7.9,50803,2018
tt3865236,"Into the Badlands","Action, Adventure, Drama",7.9,50474,2015
tt2699110,"The Affair",Drama,7.9,49851,2014
tt4122068,Humans,"Drama, Sci-Fi",7.9,43276,2015
tt0063950,"Scooby Doo, Where Are You!","Adventure, Animation, Comedy",7.9,43004,1969
tt0118401,"Midsomer Murders","Crime, Drama, Mystery",7.9,40860,1997
tt4320258,"Resurrection: Ertugrul","Action, Adventure, Drama",7.9,40514,2014
tt0343314,"Teen Titans","Action, Adventure, Animation",7.9,39234,2003
tt2137109,"Masters of Sex","Drama, Romance",7.9,38906,2013
tt32258354,"Murder in Mahim",Mystery,7.9,38794,2024
tt0131613,"Teenage Mutant Ninja Turtles","Action, Adventure, Animation",7.9,38470,1987
tt0480489,"Elfen Lied","Action, Animation, Drama",7.9,37998,2004
tt8543390,"Modern Love","Comedy, Drama, Romance",7.9,37433,2019
tt1255913,"Bored to Death","Comedy, Crime, Drama",7.9,34919,2009
tt9859436,"The Walking Dead: The Ones Who Live","Drama, Horror, Thriller",7.9,34661,2024
tt1958961,Lilyhammer,"Comedy, Crime, Drama",7.9,32856,2012
tt8910922,"Solar Opposites","Adventure, Animation, Comedy",7.9,32325,2020
tt5368542,"The Exorcist","Drama, Horror, Mystery",7.9,32302,2016
tt11379026,Ghosts,"Comedy, Fantasy",7.9,32160,2021
tt14824792,Ted,Comedy,7.9,31431,2024
tt2262532,"The Fosters","Drama, Romance",7.9,31280,2013
